sourcemmsi,imonumber,callsign,shipname,shiptype,tobow,tostern,tostarboard,toport,eta,draught,destination,mothershipmmsi,t
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443696168
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443696175
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443696185
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443696195
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443696195
215872000,9221786,9HDX8 ,SELIN D ,80,101,12,10,6,02-10 23:00 ,6.1,ROTTERDAM ,,1443696222
228037900,9682033,FIIA ,ALMAK ,99,21,23,5,5,01-10 15:00 ,3.1,CONCARNEAU (FRANCE) ,,1443696223
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443696223
228236600,0,F M I D ,LA HOULE ,30,15,9,5,3,02-02 23:34 ,0,ST GUENOLE ,,1443696225
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443696225
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443696233
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443696234
249107000,9209453,9HA4113 ,CATHERINE ,71,162,20,12,14,03-10 07:00 ,7.1,LEIXOES ,,1443696237
229710000,9702455,9HA3538 ,THALATTA ,70,37,163,22,15,16-10 04:00 ,10.3,ZAPLZ ,,1443696240
"215317000,9083811,9HJW7 ,EIRINI K ,70,153,35,21,10,10-10 15:00 ,9.2,""ECDAS,TURKEY "",,1443696240"
227364000,0,FGRH ,LE MUREX ,30,0,0,0,0,28-02 16:00 ,0,ROUTE PECHE ,,1443696254
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443696260
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443696264
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443696277
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443696313
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443696358
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443696423
227314000,0,FVXS ,F/V ALPHAVER ,30,10,10,1,3,14-02 00:00 ,25.5,LOCTUDY ,,1443696428
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443696436
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443696444
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443696465
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443696488
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443696489
227941000,0,FGCB ,F/V ANTAEUS ,30,19,2,2,3,17-11 09:55 ,3.5,ST GUENOLE FRANCE ,,1443696504
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443696512
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443696514
228211700,0,FMDV ,F/V L ESTRAN ,90,12,11,3,3,00-00 24:60 ,0, ,,1443696523
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443696528
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443696528
226179000,0,FIOM ,F/V HORIZON ,30,14,10,2,6,20-08 05:35 ,4,DOUARNENEZ (FRANCE) ,,1443696532
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443696534
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443696535
227005550,0,FN9820 ,BREST-PILOTE ,50,12,2,2,2,00-00 24:60 ,0, ,,1443696535
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443696546
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443696553
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443696584
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443696585
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443696594
227364000,0,FGRH ,LE MUREX ,30,0,0,0,0,28-02 16:00 ,0,ROUTE PECHE ,,1443696614
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443696623
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443696672
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443696692
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443696718
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443696786
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443696796
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443696796
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443696804
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443696805
477845600,9516454,VRNE4 ,COSCO ITALY ,71,142,224,28,24,08-10 20:00 ,12.6,PORT SAID ,,1443696812
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443696820
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443696824
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443696825
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443696847
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443696873
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443696888
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443696905
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443696911
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443696944
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443696945
227364000,0,FGRH ,LE MUREX ,30,0,0,0,0,28-02 16:00 ,0,ROUTE PECHE ,,1443696974
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443696980
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443696983
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443696997
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443697033
227392000,0,FGSK ,F/V ALYA ,90,12,12,3,3,00-00 24:60 ,0,227391000 ,,1443697113
228843000,0,FPOA ,F/V L ESPOIR ,30,9,10,6,2,15-05 11:25 ,4.1,FISHIN CHANEL 13/16 ,,1443697113
227704000,0,FVJB ,BEL ESPOIR ,0,13,9,2,2,11-09 23:00 ,2.9,ABER WRACH ,,1443697120
227867000,0,FGTS ,F/V KREIZ AR MOR ,30,11,11,4,2,00-00 24:60 ,0,DOUARNENEZ ,,1443697131
636013068,9150810,A8KJ7 ,CARIBBEAN-STAR ,70,156,29,6,18,08-10 16:00 ,8.5,ABIDJAN ,,1443697133
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443697146
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443697164
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443697184
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443697207
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443697236
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443697265
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443697270
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443697304
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443697305
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443697341
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443697343
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443697393
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443697412
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443697438
228843000,0,FPOA ,F/V L ESPOIR ,30,9,10,6,2,15-05 11:25 ,4.1,FISHIN CHANEL 13/16 ,,1443697472
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443697504
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443697516
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443697524
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443697545
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443697567
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443697593
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443697626
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443697627
228190600,0,FMAS ,BOUGAINVILLE ,30,12,12,3,3,17-08 04:42 ,4.1,DOUARNENEZ /FRANCE ,,1443697663
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443697665
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443697674
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443697701
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443697704
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443697717
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443697753
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443697772
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443697798
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443697865
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443697876
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443697884
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443697905
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443697927
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443697955
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443697968
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443697986
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443698025
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443698034
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443698061
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443698064
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443698113
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443698132
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443698158
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443698224
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443698237
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443698244
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443698265
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443698287
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443698314
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443698328
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443698344
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443698346
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443698385
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443698394
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443698421
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443698424
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443698437
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443698473
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443698518
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443698585
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443698597
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443698604
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443698624
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443698647
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443698676
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443698702
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443698706
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443698745
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443698754
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443698758
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443698782
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443698784
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443698834
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443698878
227592820,0,FGD8075 ,TREBERON ,60,16,20,5,4,00-00 24:60 ,1.7, ,,1443698941
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443698945
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443698957
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443698984
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443699007
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443699035
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443699061
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443699105
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443699105
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443699114
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443699142
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443699144
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443699193
215819000,9034731,9HBW8 ,TOUR MARGAUX ,80,91,23,8,10,03-10 10:00 ,6,RUISBROEK ,,1443699232
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443699238
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443699238
227592820,0,FGD8075 ,TREBERON ,60,16,20,5,4,00-00 24:60 ,1.7, ,,1443699300
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443699304
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443699318
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443699324
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443699345
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443699399
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443699408
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443699420
227635210,0,FGE4002 ,TERENEZ ,60,10,26,4,4,00-00 24:60 ,1.7, ,,1443699426
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443699464
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443699467
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443699475
227472000,0,300 ,L ARGONAUTE ,30,15,1,2,2,05-08 14:36 ,0,LE GUILVINEC ,,1443699496
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443699502
228070700,0,FIVZ ,F/V MELIZENN ,30,14,11,2,5,00-00 24:60 ,3.5, ,,1443699503
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443699503
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443699504
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443699507
311072400,9441611,C6ZY8 ,MORNING COMPASS ,70,30,170,30,2,07-10 20:00 ,9.9,PORT SAID ,,1443699515
228236700,0,FMIE ,LES CALANQUES ,30,20,4,4,4,00-00 24:60 ,0, ,,1443699522
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443699553
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443699572
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443699598
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443699667
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443699678
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443699684
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443699705
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443699757
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443699778
227118500,0,FITT ,F/V OURANOS ,30,7,8,3,3,00-00 24:60 ,0, ,,1443699792
311015700,9515723,C6V2065 ,CLIPPER LIS ,70,144,25,13,15,18-10 17:00 ,10,SAN NIC0LAS ,,1443699797
311000157,9336880,C6AU7 ,ELENA ,71,196,29,12,20,11-10 22:00 ,7.3,PORT KAMSAR. ,,1443699813
215872000,9221786,9HDX8 ,SELIN D ,80,101,12,10,6,02-10 23:00 ,6.1,ROTTERDAM ,,1443699823
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443699825
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443699826
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443699827
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443699828
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443699835
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443699835
229710000,9702455,9HA3538 ,THALATTA ,70,37,163,22,15,16-10 04:00 ,10.3,ZAPLZ ,,1443699837
249107000,9209453,9HA4113 ,CATHERINE ,71,162,20,12,14,03-10 07:00 ,7.1,LEIXOES ,,1443699838
226216000,0,FNSD ,FV DAMIEN FLORENT ,30,10,10,4,4,00-00 24:60 ,0, ,,1443699839
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443699862
228041600,9694505,FIIZ ,PIERRE DE FERMAT ,90,53,47,20,1,01-10 08:00 ,5.7,BREST ,,1443699863
227148000,7932214,F.G.B.P ,LANGEVIN ,33,15,50,7,7,28-06 07:00 ,4,BREST PILOT ,,1443699877
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443699913
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443699958
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,01-10 19:00 ,5.9,BREST ,,1443700023
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,03-10 08:00 ,2.7,IJMUIDEN ,,1443700039
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,01-10 16:00 ,5.9,RADE DE BREST ,,1443700064
227002630,0,FV6852 ,ENEZ SUN 3 ,0,10,25,3,5,01-10 10:35 ,2,ILE DE SEIN ,,1443700087
636013353,9390939,A8MJ7 ,SOVEREIGN ,80,197,31,8,24,11-10 03:00 ,14.1,PORT SAID ,,1443700098
228267900,0,FNKU ,F/V FELIR ,30,15,10,4,4,19-09 07:00 ,3.8,ROSCOFF ,,1443700100
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443700117
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443700119
228211700,0,FMDV ,F/V L ESTRAN ,90,12,11,3,3,00-00 24:60 ,0, ,,1443700123
228174600,0,FUJT ,FV/LA PEROUSE ,30,16,8,3,3,05-08 23:00 ,3.6,GUILVINEC FRANCE ,,1443700129
227705102,262144,FGD5860 ,BINDY ,60,12,23,3,6,00-00 24:60 ,0, ,,1443700135
